<1>
0 1 2

<2>
0 3 31
0 2 3
1 6 7
5 12 601
11 24 390001
23 48 152587500001
47 96 97
95 96 240031591394168814433

<3>
0 1 2

<4>
0 5 11
1 5 71
3 6 7
2 15 181
7 15 1741
4 10 521
8 20 41
18 20 9161
12 30 61
13 30 7621
19 60 2281
49 60 69566521
23 150 118801
53 150 20775901
83 150 24665701
113 150 149439601
143 300 14401
293 300 299541552154912341601
29 90 60081451169922001
59 180 20478961
149 180 6794091374761
89 180 25535754811081
179 360 8641
359 360 440641
